Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Gender,Exam_Score,Previous_Scores
14,96,Medium,Low,No,9,Medium,Yes,0,Low,Public,Neutral,3,No,Male,66,76
25,70,Low,High,No,8,High,Yes,1,Low,Public,Negative,2,No,Male,65,73
28,68,Low,High,Yes,8,Medium,Yes,1,High,Public,Neutral,3,No,Female,69,99
24,99,Medium,Low,Yes,8,Low,Yes,1,Low,Public,Negative,2,No,Male,69,52
22,61,Medium,Medium,Yes,5,Low,Yes,2,Low,Public,Neutral,2,No,Female,63,69
14,91,Low,Medium,No,5,High,Yes,0,High,Public,Neutral,3,No,Female,68,98
15,73,Medium,Medium,No,8,Medium,Yes,1,High,Public,Neutral,3,No,Female,64,68
27,61,Medium,Medium,No,5,Medium,Yes,2,Low,Public,Neutral,2,No,Male,64,70
25,97,Medium,High,Yes,5,High,Yes,1,Low,Public,Negative,5,No,Male,73,82
20,66,Low,High,Yes,4,High,Yes,2,High,Public,Neutral,2,No,Female,66,95
17,82,Medium,High,No,6,Low,Yes,4,Low,Private,Positive,3,No,Female,67,65
8,71,High,Medium,Yes,8,Medium,Yes,3,Medium,Private,Neutral,1,Yes,Female,63,97
14,63,Medium,Medium,Yes,8,High,Yes,1,Low,Public,Neutral,3,No,Male,61,64
31,62,Medium,Medium,Yes,8,High,Yes,4,High,Public,Positive,4,No,Male,71,91
12,65,Low,Medium,Yes,6,Medium,Yes,1,Medium,Public,Positive,3,No,Female,61,64
21,63,Medium,Low,Yes,7,Low,Yes,1,Medium,Private,Positive,3,No,Female,62,54
26,90,High,High,Yes,8,Medium,Yes,1,High,Private,Neutral,4,Yes,Male,74,91
12,79,Medium,Medium,No,8,Medium,Yes,2,Medium,Private,Neutral,4,No,Male,65,73
21,74,Low,Low,Yes,6,Low,Yes,2,Low,Public,Positive,3,No,Female,64,70
26,77,Low,Low,No,7,Medium,Yes,1,Medium,Public,Neutral,4,No,Male,66,71
20,97,High,High,Yes,4,Medium,Yes,1,Medium,Public,Positive,2,Yes,Male,72,81
37,96,High,Medium,Yes,7,Medium,Yes,0,Medium,Private,Positive,4,No,Male,76,63
10,89,Medium,Medium,Yes,6,Medium,Yes,4,Low,Public,Positive,3,No,Male,67,62
26,95,Medium,High,No,9,Low,Yes,3,Low,Private,Neutral,3,Yes,Female,71,74
19,73,High,Medium,No,6,Medium,Yes,1,Medium,Public,Positive,3,No,Male,65,52
25,75,Low,Low,Yes,7,Medium,Yes,3,Medium,Private,Negative,4,No,Male,68,82
23,85,Medium,Medium,Yes,6,Low,Yes,1,Low,Public,Neutral,3,No,Male,68,91
16,85,High,Low,Yes,6,Low,Yes,3,High,Private,Neutral,2,No,Male,67,86
21,79,Medium,Low,No,8,Medium,Yes,1,Low,Public,Neutral,2,No,Female,64,73
9,76,Low,High,No,6,Low,No,0,Medium,Public,Negative,4,Yes,Male,60,78
24,99,Medium,Medium,No,10,Low,Yes,1,Low,Public,Neutral,3,No,Male,70,51
22,93,High,Medium,Yes,4,High,Yes,1,High,Private,Positive,2,No,Male,73,96
24,77,Medium,Medium,Yes,8,Low,Yes,2,High,Private,Positive,3,No,Male,69,78
26,89,High,Medium,No,7,Medium,Yes,0,Low,Public,Neutral,5,Yes,Male,70,66
22,71,Medium,Medium,No,7,Low,Yes,1,Low,Public,Neutral,3,No,Male,64,65
21,64,High,Low,Yes,7,High,Yes,2,Low,Public,Neutral,3,No,Female,64,83
15,74,High,Medium,Yes,8,Medium,Yes,0,High,Public,Negative,3,No,Male,65,79
16,76,Medium,Medium,No,7,Low,Yes,0,Low,Public,Neutral,2,No,Female,62,59
27,61,Medium,Medium,Yes,9,Medium,Yes,0,Medium,Public,Neutral,2,No,Male,64,70
29,93,Medium,Medium,Yes,7,Medium,Yes,0,High,Public,Neutral,3,No,Male,72,84
19,74,Medium,Low,Yes,5,High,No,1,Low,Public,Positive,3,No,Male,64,65
20,83,Medium,Medium,Yes,7,Medium,Yes,0,Medium,Public,Neutral,4,No,Female,67,75
15,63,High,High,Yes,9,Low,No,4,High,Private,Negative,3,No,Male,64,63
27,67,Low,Medium,No,6,Medium,Yes,0,Medium,Private,Negative,2,No,Male,61,54
24,96,Medium,High,Yes,5,Medium,Yes,1,Low,Public,Positive,4,No,Male,72,69
32,84,Medium,Medium,Yes,8,Medium,No,2,Medium,Public,Positive,1,No,Male,70,87
15,98,Medium,High,No,8,Medium,Yes,4,Low,Public,Positive,2,No,Female,70,61
18,100,Medium,Medium,No,6,Medium,Yes,2,Medium,Public,Neutral,2,No,Male,71,88
21,75,High,High,No,7,Low,Yes,1,Medium,Public,Positive,2,No,Female,68,83
24,72,Medium,Medium,No,7,Medium,Yes,3,High,Private,Neutral,2,No,Female,68,75
19,94,High,High,No,7,Medium,Yes,0,Low,Public,Neutral,1,Yes,Male,70,99
15,100,High,High,No,8,High,Yes,2,Medium,Public,Negative,3,No,Male,73,94
25,85,High,Medium,No,6,Low,Yes,2,Medium,Public,Neutral,1,No,Female,69,78
24,92,Medium,High,No,8,High,Yes,0,Medium,Public,Neutral,3,No,Male,71,78
15,91,Low,Medium,No,6,Low,Yes,1,Low,Public,Positive,3,Yes,Male,64,64
28,74,Medium,Medium,No,9,Low,Yes,0,Medium,Private,Neutral,3,No,Female,68,96
27,83,Medium,Medium,No,10,Medium,Yes,0,High,Private,Neutral,4,No,Female,69,95
21,93,High,Low,No,6,Medium,Yes,1,Low,Public,Positive,2,No,Female,70,87
20,88,Medium,Medium,No,5,Medium,Yes,1,Low,Public,Neutral,4,No,Female,67,56
23,61,Medium,High,Yes,8,Medium,Yes,1,Medium,Private,Positive,0,No,Male,66,85
15,73,Medium,High,No,7,Medium,Yes,2,Medium,Public,Neutral,5,No,Male,65,63
20,66,Medium,High,Yes,8,Low,Yes,4,Medium,Public,Positive,3,No,Male,66,59
7,69,Low,Medium,Yes,6,Medium,Yes,0,Low,Private,Negative,4,No,Female,61,88
25,96,Low,Medium,No,7,Medium,Yes,0,Low,Public,Positive,2,No,Female,71,98
11,61,High,Low,Yes,6,Medium,Yes,5,High,Public,Neutral,3,No,Male,60,55
29,69,Medium,Medium,Yes,7,Medium,Yes,1,Low,Public,Positive,2,No,Male,66,58
18,72,Low,Low,Yes,5,Low,Yes,1,Medium,Private,Negative,4,No,Male,61,61
19,85,Medium,Medium,Yes,7,High,Yes,2,Medium,Public,Negative,3,Yes,Female,68,98
16,81,Medium,High,Yes,5,High,No,2,Low,Public,Positive,3,No,Male,68,85
18,69,Medium,Medium,Yes,6,Medium,Yes,2,Low,Public,Positive,4,No,Male,65,84
29,67,High,Low,No,7,Medium,No,3,Low,Public,Neutral,1,No,Female,65,75
5,69,Medium,Medium,Yes,8,Medium,No,2,Low,Public,Negative,2,No,Female,60,77
28,80,Low,Medium,No,8,Low,Yes,2,Low,Private,Neutral,2,No,Male,67,65
22,71,High,Medium,No,8,Medium,No,2,Low,Public,Negative,4,No,Female,65,58
13,98,High,Medium,Yes,5,High,Yes,1,High,Public,Negative,3,No,Male,70,89
14,79,Medium,Medium,No,9,Medium,Yes,1,Medium,Public,Neutral,4,No,Male,64,74
30,62,Medium,High,Yes,6,Medium,Yes,2,Low,Public,Positive,4,No,Male,68,63
14,89,High,Medium,No,6,High,Yes,2,Medium,Public,Negative,4,No,Female,69,82
13,73,Medium,High,Yes,7,High,Yes,0,High,Public,Neutral,3,No,Female,65,60
27,86,Medium,Medium,No,6,Medium,Yes,2,High,Private,Neutral,3,No,Male,71,74
22,71,Medium,Medium,Yes,8,Low,Yes,1,Medium,Public,Neutral,4,No,Female,65,60
14,83,Medium,High,Yes,8,Low,Yes,0,High,Public,Negative,2,Yes,Male,65,88
21,91,Medium,Medium,Yes,6,High,Yes,0,Medium,Public,Positive,2,Yes,Female,68,66
14,97,Medium,Low,No,7,High,Yes,1,Low,Public,Neutral,3,No,Female,66,72
27,70,Low,Low,Yes,7,Medium,No,1,High,Public,Neutral,3,No,Male,65,88
26,73,High,High,Yes,8,Low,Yes,2,Medium,Public,Positive,4,No,Male,71,83
23,79,Low,Medium,Yes,6,Medium,Yes,3,Medium,Public,Negative,4,No,Female,68,70
22,97,Medium,Medium,Yes,6,Medium,No,2,High,Public,Neutral,2,No,Male,70,54
31,96,Medium,Low,No,5,Low,Yes,3,Low,Private,Neutral,2,No,Female,74,96
20,64,High,Low,Yes,6,High,Yes,0,Low,Private,Neutral,2,No,Male,62,50
13,65,Medium,High,No,5,Low,Yes,1,Medium,Public,Positive,2,Yes,Female,61,87
23,80,High,High,Yes,6,Medium,Yes,0,Medium,Private,Neutral,3,No,Male,70,97
33,64,Low,Medium,Yes,9,Medium,Yes,0,Medium,Public,Negative,2,No,Male,65,65
14,74,Medium,Medium,Yes,8,High,Yes,2,Low,Public,Neutral,2,No,Male,62,54
18,66,High,High,No,9,Medium,Yes,2,High,Public,Neutral,4,No,Female,65,62
22,85,High,Medium,No,6,Low,Yes,0,Low,Private,Positive,4,No,Male,68,66
20,98,Medium,High,Yes,4,Medium,Yes,2,Medium,Private,Positive,1,No,Male,70,73
14,100,Medium,Low,No,7,Low,Yes,1,Medium,Private,Neutral,3,No,Female,68,76
27,75,Low,Medium,No,10,Medium,No,3,Medium,Private,Positive,6,No,Female,69,86
34,84,Medium,High,Yes,6,Medium,Yes,1,Low,Private,Neutral,3,No,Male,73,95
21,94,Medium,Medium,Yes,7,Medium,Yes,1,Medium,Private,Positive,5,No,Female,71,73
15,65,Low,High,Yes,5,Medium,Yes,0,Low,Private,Neutral,4,No,Female,63,87
11,88,High,Medium,Yes,7,Low,Yes,2,Medium,Public,Neutral,2,No,Male,66,56
22,76,High,Low,Yes,7,Low,Yes,1,Low,Private,Positive,4,No,Male,67,66
27,68,Low,High,No,4,Medium,Yes,0,Low,Public,Neutral,1,No,Female,64,56
23,76,Medium,Low,Yes,5,Medium,Yes,1,Medium,Public,Neutral,3,No,Female,66,85
20,63,High,High,Yes,5,Medium,Yes,2,High,Public,Positive,3,No,Male,69,95
16,88,Medium,High,Yes,5,High,Yes,4,Medium,Private,Positive,6,No,Male,72,94
13,70,Medium,High,Yes,6,Medium,Yes,1,Medium,Public,Negative,4,No,Male,63,66
25,72,Medium,High,Yes,8,Medium,Yes,2,Low,Public,Positive,2,No,Female,67,62
25,65,Low,Medium,No,6,Medium,Yes,1,Medium,Private,Negative,4,No,Male,64,64
11,95,Medium,Medium,Yes,9,High,Yes,4,Low,Public,Positive,4,No,Male,68,64
30,80,High,High,No,6,High,Yes,1,High,Public,Positive,3,No,Female,71,54
23,83,Medium,Low,Yes,7,Medium,No,2,Medium,Public,Positive,4,No,Female,67,57
28,83,Medium,Low,No,8,Medium,Yes,1,Low,Private,Negative,5,Yes,Male,67,61
12,76,Medium,Medium,Yes,9,Medium,Yes,2,Medium,Public,Negative,3,No,Male,64,50
12,68,High,Low,No,6,Low,Yes,5,High,Public,Neutral,3,No,Male,63,52
19,90,High,High,No,8,Medium,Yes,2,Medium,Public,Neutral,4,No,Male,72,85
23,65,Low,Medium,Yes,6,Low,Yes,2,Low,Public,Neutral,2,No,Female,63,81
31,64,High,Medium,No,10,Low,Yes,2,Medium,Private,Negative,4,No,Female,67,97
24,88,Low,Medium,Yes,5,Medium,No,1,Low,Private,Positive,2,No,Male,68,70
19,68,Low,High,Yes,8,High,Yes,2,Low,Private,Neutral,3,No,Male,64,72
14,72,Medium,High,No,9,Medium,Yes,4,Medium,Public,Negative,3,No,Male,65,53
27,79,Medium,Low,Yes,5,High,Yes,2,Medium,Private,Neutral,1,No,Female,68,58
14,78,Medium,High,Yes,8,Medium,Yes,2,Low,Private,Negative,4,No,Male,66,85
30,88,Medium,Medium,Yes,6,High,Yes,4,Low,Private,Positive,5,No,Female,73,62
18,85,Low,Medium,Yes,10,Medium,Yes,1,High,Private,Positive,3,No,Female,68,89
30,86,Medium,High,No,4,High,Yes,2,Medium,Private,Neutral,5,Yes,Male,72,85
24,89,Medium,Medium,Yes,5,Medium,No,3,High,Public,Neutral,0,No,Female,70,87
19,72,Medium,Medium,Yes,5,High,Yes,1,Low,Private,Neutral,4,No,Female,66,85
17,73,Low,Medium,Yes,5,High,Yes,3,Medium,Public,Positive,1,No,Female,66,85
18,78,Low,Low,Yes,8,Medium,Yes,2,Medium,Private,Neutral,4,No,Female,66,77
23,72,High,Low,Yes,10,Low,Yes,2,Low,Public,Negative,2,No,Male,65,84
20,99,High,Low,Yes,9,High,Yes,2,Low,Public,Neutral,5,No,Male,71,76
16,93,Low,Medium,Yes,7,Medium,Yes,1,Medium,Public,Positive,1,No,Female,66,60
19,67,Medium,Low,No,7,High,Yes,1,Medium,Private,Neutral,4,No,Female,63,61
20,60,Medium,Medium,Yes,6,Medium,Yes,2,Low,Public,Neutral,3,Yes,Female,63,70
7,62,High,Medium,Yes,8,Low,Yes,0,Medium,Public,Positive,3,No,Male,58,51
23,70,Medium,High,No,7,Low,Yes,3,Medium,Public,Neutral,3,No,Female,68,94
14,65,High,Medium,No,7,Medium,Yes,2,Low,Public,Neutral,3,No,Male,61,63
13,81,Medium,High,No,6,Low,Yes,2,Low,Public,Positive,4,No,Male,65,53
10,94,High,Low,No,5,Medium,Yes,1,High,Public,Positive,3,No,Male,67,71
9,89,Low,High,Yes,7,Medium,Yes,1,High,Public,Neutral,3,No,Male,67,91
12,69,High,Low,No,7,Medium,Yes,1,Medium,Private,Positive,4,No,Male,62,70
16,76,Medium,High,Yes,6,High,Yes,0,Low,Public,Positive,1,No,Female,86,63
32,80,High,Medium,No,6,Low,Yes,0,Medium,Public,Neutral,5,No,Male,71,77
17,92,Medium,Medium,Yes,8,Medium,Yes,1,Low,Public,Positive,3,No,Male,70,79
21,94,Medium,Medium,No,8,Medium,Yes,1,Medium,Public,Positive,3,No,Male,71,88
22,96,High,Low,No,10,High,Yes,2,Low,Public,Neutral,3,Yes,Male,71,90
21,80,High,High,Yes,9,Low,Yes,1,High,Public,Negative,3,No,Female,70,85
20,88,Medium,High,Yes,5,Medium,No,2,Low,Public,Neutral,5,No,Male,67,50
13,64,Medium,Low,Yes,7,High,Yes,0,Medium,Public,Positive,4,No,Male,60,50
29,83,High,High,No,5,Medium,Yes,0,Medium,Public,Neutral,4,No,Female,73,99
31,70,High,Low,Yes,4,High,Yes,1,Medium,Public,Neutral,2,Yes,Female,67,63
10,77,Low,High,Yes,10,High,Yes,1,Low,Private,Negative,3,Yes,Female,62,64
14,85,Medium,High,No,9,High,Yes,0,Medium,Public,Negative,3,No,Female,67,87
18,70,High,Low,No,6,Medium,Yes,1,Medium,Public,Positive,2,No,Female,65,79
14,62,Medium,Medium,No,9,Medium,Yes,1,Low,Public,Neutral,6,No,Male,61,73
23,60,High,Medium,Yes,9,Low,No,0,Low,Private,Negative,4,No,Female,61,56
16,61,High,Medium,No,4,Low,Yes,1,Low,Private,Neutral,2,No,Female,60,54
33,60,High,High,No,8,Low,Yes,4,Low,Public,Negative,3,No,Male,68,85
27,64,High,Medium,Yes,6,Low,Yes,0,Low,Public,Neutral,5,No,Female,65,56
21,70,High,High,Yes,8,Low,Yes,3,Medium,Public,Neutral,1,No,Female,67,72
26,69,High,Low,No,10,Low,Yes,2,Medium,Public,Positive,2,No,Male,67,87
27,99,High,Medium,No,9,Low,Yes,0,High,Private,Positive,2,No,Male,74,96
17,72,Low,Medium,No,7,Low,Yes,4,Medium,Public,Positive,2,No,Female,64,94
15,65,Medium,High,Yes,9,Low,Yes,2,Low,Private,Neutral,3,No,Male,64,93
20,82,Medium,Low,Yes,4,Medium,Yes,2,Low,Public,Neutral,3,No,Male,67,68
25,94,High,High,No,8,High,Yes,6,Medium,Public,Negative,3,Yes,Female,74,96
21,87,Medium,Medium,Yes,8,High,Yes,1,Low,Private,Positive,2,No,Male,69,84
11,72,Low,Medium,No,8,High,Yes,1,Low,Public,Positive,2,No,Male,62,94
15,82,Medium,Medium,Yes,6,Medium,Yes,1,Medium,Public,Positive,2,No,Female,66,54
20,89,High,High,Yes,8,Low,Yes,2,Medium,Public,Negative,3,No,Female,69,52
20,89,High,Medium,Yes,8,Medium,Yes,1,Medium,Public,Negative,1,No,Male,68,71
32,87,High,Medium,Yes,4,Medium,Yes,2,High,Public,Neutral,2,No,Female,74,91
12,95,Medium,Medium,No,7,Medium,Yes,4,Medium,Public,Positive,3,No,Male,68,70
23,95,Medium,Medium,Yes,6,High,Yes,2,Medium,Public,Neutral,3,No,Male,73,94
29,83,Medium,Low,No,8,Low,Yes,4,High,Public,Negative,5,No,Male,70,62
34,77,Medium,High,No,9,Medium,Yes,0,Medium,Private,Neutral,4,No,Female,69,52
18,86,Medium,Medium,Yes,6,Medium,Yes,2,Medium,Public,Neutral,2,No,Male,68,88
23,93,Medium,High,No,5,High,Yes,2,Low,Private,Negative,1,No,Male,71,81
23,60,Low,Medium,No,7,Low,Yes,3,High,Public,Neutral,2,No,Female,64,72
21,100,Medium,Medium,No,5,Low,Yes,3,Low,Public,Positive,3,Yes,Male,71,92
19,67,Medium,Medium,No,7,Medium,Yes,1,Low,Public,Neutral,3,No,Female,65,91
23,79,Low,Medium,Yes,7,High,Yes,1,High,Private,Positive,3,No,Male,68,66
5,95,Medium,High,Yes,8,Low,Yes,1,Low,Private,Neutral,2,No,Female,67,92
24,69,Medium,High,Yes,7,Medium,Yes,2,Medium,Public,Negative,4,No,Male,67,67
21,79,Medium,Low,Yes,7,Low,Yes,2,Medium,Public,Neutral,4,No,Male,67,81
19,65,Medium,High,Yes,9,Low,Yes,1,Low,Public,Neutral,3,No,Male,63,60
32,76,Medium,Medium,No,7,Medium,Yes,0,Medium,Public,Positive,3,No,Female,68,63
16,67,High,High,Yes,6,Medium,Yes,1,Low,Public,Positive,3,No,Female,66,72
18,75,Medium,Medium,Yes,7,High,Yes,1,High,Public,Positive,4,No,Male,67,66
32,75,Medium,Low,Yes,6,Medium,Yes,3,Medium,Public,Neutral,2,No,Female,68,56
15,100,High,Medium,Yes,5,Medium,Yes,2,High,Private,Neutral,3,No,Male,72,74
17,100,Medium,Medium,No,5,Low,Yes,3,Low,Private,Neutral,3,No,Female,70,76
19,65,Low,High,No,9,Low,Yes,3,Medium,Public,Negative,4,No,Female,62,58
25,89,Medium,Low,Yes,6,Medium,Yes,2,Low,Public,Neutral,2,No,Female,69,59
21,62,Medium,Low,Yes,7,Low,Yes,0,Low,Private,Positive,4,No,Female,61,51
12,61,Medium,Low,Yes,7,Low,Yes,2,Low,Public,Positive,2,No,Female,58,52
17,64,Low,Medium,No,7,Medium,Yes,5,Medium,Private,Neutral,3,No,Male,63,68
16,99,High,Medium,No,9,High,No,4,Medium,Public,Positive,3,No,Female,71,57
20,98,Low,Medium,Yes,7,Low,No,1,Low,Public,Positive,3,No,Female,70,96
23,68,High,Medium,No,6,Medium,Yes,1,Low,Public,Neutral,3,No,Female,64,60
23,66,High,Low,No,6,Low,Yes,2,Medium,Public,Positive,1,No,Male,63,53
9,70,High,Medium,Yes,8,Low,Yes,1,Medium,Public,Positive,3,No,Male,63,70
26,81,High,Low,No,8,High,Yes,2,Low,Public,Positive,5,No,Female,71,60
22,83,Low,High,Yes,8,Medium,No,0,Low,Public,Negative,2,No,Female,65,53
28,69,High,High,No,7,Low,Yes,2,Low,Public,Neutral,2,No,Male,68,88
23,90,Medium,High,Yes,5,High,No,1,Medium,Private,Neutral,3,No,Male,70,78
27,72,High,High,Yes,8,Medium,Yes,3,Medium,Public,Neutral,3,No,Female,68,53
23,97,Medium,High,No,7,Medium,No,3,Low,Private,Negative,1,No,Male,69,73
28,86,Medium,Medium,Yes,7,Medium,Yes,0,Medium,Public,Positive,5,No,Male,70,52
23,77,High,Medium,No,5,Low,Yes,0,High,Private,Positive,3,Yes,Male,67,68
19,92,Low,High,Yes,6,Medium,Yes,2,Medium,Public,Neutral,2,No,Female,69,68
34,93,Low,Medium,No,6,Low,Yes,2,High,Public,Neutral,3,No,Female,73,91
25,72,Medium,Medium,Yes,8,Low,Yes,3,Medium,Public,Positive,3,No,Male,68,87
23,74,High,Medium,No,8,Medium,Yes,2,Low,Public,Negative,2,No,Female,67,95
12,97,Medium,High,Yes,7,Low,Yes,0,Low,Private,Positive,4,No,Female,67,57
12,67,Medium,High,Yes,8,Medium,Yes,2,Low,Private,Positive,3,No,Male,64,77
22,62,High,Medium,No,9,Medium,Yes,2,Low,Public,Neutral,2,No,Male,63,51
21,78,Low,High,No,8,Medium,No,1,Medium,Private,Negative,5,No,Female,67,91
16,92,Medium,High,Yes,8,Medium,Yes,1,Medium,Public,Positive,2,No,Male,70,68
21,91,High,Medium,Yes,6,High,Yes,1,Medium,Public,Positive,3,No,Female,71,53
30,97,Medium,High,Yes,6,High,Yes,1,Medium,Private,Neutral,2,No,Male,74,66
24,81,Medium,High,Yes,9,High,Yes,2,High,Public,Positive,3,No,Male,70,64
13,64,Low,Low,No,6,Medium,Yes,1,Medium,Public,Neutral,2,No,Female,59,88
19,84,Low,Medium,Yes,8,Medium,Yes,0,Low,Private,Neutral,3,Yes,Male,64,56
15,91,Low,Medium,No,10,Low,Yes,2,Medium,Public,Neutral,3,No,Female,67,78
18,64,Medium,Medium,Yes,8,Medium,Yes,1,Low,Public,Neutral,3,No,Male,63,90
18,67,Low,High,Yes,7,Medium,Yes,5,Low,Public,Positive,2,No,Male,66,87
17,60,Medium,Medium,Yes,5,Medium,Yes,1,Medium,Private,Negative,4,No,Male,62,97
12,84,Low,Medium,No,7,Medium,Yes,3,High,Public,Neutral,3,No,Male,65,50
19,95,High,High,Yes,9,Medium,Yes,3,High,Public,Positive,4,No,Male,73,68
17,87,High,High,Yes,7,High,Yes,1,Medium,Public,Positive,2,No,Male,70,68
2,99,Medium,Low,Yes,9,Low,Yes,0,Medium,Public,Neutral,4,No,Male,62,52
32,63,Medium,High,No,8,Medium,No,2,High,Public,Positive,5,Yes,Female,68,91
27,96,High,Low,Yes,7,Medium,Yes,1,High,Public,Neutral,3,No,Male,74,84
18,93,Medium,Medium,No,7,Low,Yes,2,Medium,Private,Neutral,4,No,Female,96,76
20,73,High,High,No,5,High,Yes,1,Low,Public,Negative,2,No,Male,66,70
13,99,Low,High,Yes,6,Medium,No,0,Low,Public,Positive,4,No,Male,69,95
30,72,High,High,Yes,6,Medium,Yes,1,Low,Public,Neutral,3,No,Female,70,63
31,96,Medium,Low,Yes,8,Medium,Yes,2,Medium,Private,Neutral,3,No,Male,73,67
21,95,Low,Low,No,7,Low,Yes,1,Low,Public,Positive,2,No,Male,69,98
26,90,High,High,Yes,9,Medium,Yes,1,Low,Private,Neutral,4,No,Male,71,53
21,83,High,Low,Yes,7,Low,No,0,Low,Public,Neutral,2,No,Female,65,89
12,65,Medium,Low,Yes,6,Medium,Yes,1,Medium,Public,Positive,3,No,Female,62,86
18,81,High,High,No,6,Low,Yes,1,Medium,Public,Positive,3,No,Male,69,95
21,74,Low,Medium,No,6,High,Yes,3,Low,Public,Positive,2,No,Male,65,55
17,92,Medium,Medium,No,7,Medium,Yes,1,Medium,Public,Neutral,2,No,Female,68,99
19,90,Low,Low,Yes,6,High,Yes,1,Low,Public,Negative,3,Yes,Male,65,51
19,96,Medium,High,Yes,5,Medium,Yes,4,High,Private,Neutral,1,No,Male,72,67
20,61,High,High,Yes,9,Medium,Yes,2,High,Private,Positive,4,No,Male,67,54
20,92,Medium,Low,No,7,Medium,Yes,2,Medium,Private,Positive,2,No,Male,68,53
14,98,Low,Medium,No,7,Medium,No,0,Medium,Public,Positive,3,No,Male,68,98
16,92,Medium,Medium,No,6,Low,No,2,Medium,Private,Neutral,3,Yes,Female,66,86
12,65,Medium,High,Yes,5,High,Yes,0,High,Private,Negative,2,No,Male,62,75
26,63,Medium,Medium,Yes,7,Medium,Yes,2,Medium,Public,Neutral,4,No,Male,65,55
7,61,Low,High,Yes,4,High,Yes,1,Medium,Private,Positive,5,No,Female,60,76
27,85,High,Medium,Yes,8,Medium,Yes,2,Low,Private,Neutral,4,Yes,Male,70,66
28,85,Medium,Medium,Yes,6,Low,Yes,1,Low,Public,Neutral,1,No,Male,68,64
18,99,Medium,High,Yes,7,Low,Yes,1,Medium,Public,Neutral,3,No,Male,72,81
4,76,Medium,Medium,Yes,8,Medium,Yes,2,High,Public,Positive,2,No,Female,63,90
18,73,Medium,High,Yes,7,Low,Yes,1,Medium,Private,Neutral,1,Yes,Male,63,72
20,85,Low,Medium,Yes,5,Low,Yes,1,Medium,Public,Neutral,2,No,Male,67,75
14,93,Medium,Low,Yes,9,Low,Yes,4,Medium,Public,Neutral,2,No,Female,68,83
17,97,Medium,Medium,No,5,Low,Yes,2,High,Public,Positive,3,No,Female,69,56
29,92,High,Medium,Yes,4,Low,Yes,1,High,Public,Neutral,4,No,Female,75,91
24,77,Low,Medium,No,8,High,Yes,0,High,Public,Neutral,3,No,Male,67,92
14,85,High,High,Yes,5,Medium,Yes,2,Low,Public,Positive,3,No,Male,69,77
10,94,Low,Medium,No,9,Low,Yes,0,Medium,Public,Positive,2,No,Male,65,59
18,80,Low,High,Yes,8,Medium,No,2,Medium,Public,Negative,4,No,Male,65,75
19,69,Medium,Medium,Yes,7,Low,Yes,1,Low,Public,Positive,4,No,Female,63,55
23,67,Low,Medium,No,6,Medium,Yes,2,Medium,Private,Neutral,4,No,Male,65,88
17,60,Medium,Low,No,6,Medium,Yes,0,Low,Public,Positive,2,No,Female,58,66
23,89,High,High,Yes,6,Low,Yes,0,Low,Private,Positive,3,No,Male,70,66
32,64,Low,Low,Yes,6,Medium,Yes,1,Medium,Public,Neutral,5,No,Male,66,97
25,70,Medium,Low,No,9,Medium,No,2,Low,Public,Negative,2,No,Female,63,71
20,72,Medium,Low,Yes,6,Low,Yes,1,Low,Private,Negative,3,No,Male,62,89
19,82,Medium,Medium,Yes,8,High,Yes,2,Medium,Private,Positive,3,No,Female,69,82
18,76,Medium,Medium,No,9,High,Yes,1,High,Public,Positive,3,No,Female,66,66
27,87,High,Low,No,6,Medium,Yes,0,Low,Public,Neutral,2,No,Male,68,56
16,62,Low,Medium,Yes,8,Low,Yes,2,High,Public,Neutral,2,No,Male,62,90
20,65,High,Medium,No,6,Medium,Yes,0,Medium,Public,Negative,4,Yes,Male,64,88
20,80,Medium,High,Yes,7,Low,No,0,Medium,Public,Neutral,2,No,Female,65,58
17,73,Medium,High,Yes,6,Low,Yes,2,Low,Private,Negative,3,No,Male,64,62
12,72,Medium,Medium,No,6,High,Yes,2,High,Public,Positive,3,No,Female,65,88
22,63,Medium,Medium,Yes,7,Low,Yes,3,Medium,Private,Neutral,4,No,Male,65,99
20,96,Low,Medium,Yes,5,Medium,Yes,0,Medium,Public,Neutral,3,No,Female,70,92
23,88,Low,High,No,8,High,Yes,2,Medium,Private,Positive,3,Yes,Female,71,84
17,65,Medium,Medium,Yes,5,Low,Yes,2,Medium,Public,Positive,3,No,Male,65,96
27,63,High,Medium,No,5,Medium,No,1,High,Public,Positive,4,No,Male,67,64
15,99,Low,High,Yes,7,High,No,4,Low,Public,Positive,2,No,Male,68,50
30,87,High,High,Yes,6,Low,Yes,1,Medium,Public,Neutral,4,No,Male,73,66
10,77,Medium,High,No,8,Medium,Yes,0,Medium,Public,Neutral,4,Yes,Male,64,99
23,88,High,High,No,7,Low,No,3,Low,Private,Positive,1,No,Male,71,94
23,90,Medium,High,No,5,Medium,Yes,2,Medium,Private,Positive,2,No,Female,70,53
15,91,Low,High,No,8,Medium,Yes,4,Medium,Public,Neutral,1,No,Female,68,75
23,79,High,Medium,Yes,7,Medium,Yes,2,Low,Private,Neutral,4,No,Female,68,54
